id,name_x,species,breed,type,danger_level_x,variety,hunter_id_x,terrain_name,name_y,level,experience,terrain_visited,total_animals_hunted,hunter_id_y,climate,danger_level_y,rarity_factor,description
847,Kenneth,Rhino,Siberian,Predator,Medium,Common,H042,Forest,Zara,7,2471,Desert,48,3,Mild,Low,1.0,Balanced area with common animals
848,Becky,Lion,Indian,Omnivore,Medium,Uncommon,H022,Desert,Zara,4,2500,Ruins,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
849,Michelle,Tiger,Arctic,Omnivore,Medium,Common,H023,Mountains,Zara,5,2278,Volcano,24,5,Cold,Medium,1.3,Rocky regions with agile animals
850,Scott,Rhino,African,Herbivore,Low,Common,H036,Volcanic Zone,Dev,10,1402,Mountain,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
851,John,Tiger,Indochinese,Predator,Low,Rare,H089,Desert,Ravi,9,334,Volcano,12,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
852,Julia,Giraffe,Indochinese,Omnivore,Medium,Rare,H073,Jungle,Ravi,6,709,Canyon,25,1,Humid,High,1.5,Dense forest with dangerous wild predators
853,Yesenia,Wolf,Mountain,Herbivore,Low,Uncommon,H089,Volcanic Zone,Ravi,9,334,Volcano,12,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
854,Jill,Leopard,Siberian,Herbivore,High,Common,H031,Mountains,Ravi,7,2982,Volcano,43,5,Cold,Medium,1.3,Rocky regions with agile animals
855,Amy,Giraffe,Bengal,Predator,Low,Rare,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
856,Steven,Elephant,Asian,Omnivore,Low,Rare,H031,Savanna,Ravi,7,2982,Volcano,43,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
857,Angela,Zebra,Siberian,Herbivore,High,Uncommon,H058,Tundra,Nikhil,9,1316,Volcano,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
858,Matthew,Lion,African,Omnivore,High,Uncommon,H003,Savanna,Meera,3,1787,Volcano,42,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
859,Sean,Lion,Mountain,Herbivore,Medium,Uncommon,H048,Tundra,Nikhil,7,2229,Mountain,8,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
860,Nathan,Giraffe,Mountain,Predator,High,Uncommon,H077,Canyon,Liam,7,1283,Swamp,42,9,Hot,Medium,1.4,Narrow passages with ambush threats
861,Anthony,Elephant,Sumatran,Predator,Low,Common,H076,Volcanic Zone,Dev,1,315,Forest,22,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
862,Jonathan,Lion,Indochinese,Herbivore,Low,Rare,H090,Tundra,Zara,2,2327,Riverlands,22,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
863,Oscar,Zebra,Mountain,Predator,Medium,Common,H091,Forest,Reva,8,2781,Mountain,22,3,Mild,Low,1.0,Balanced area with common animals
864,Oscar,Rhino,Mountain,Herbivore,Medium,Rare,H091,Jungle,Reva,8,2781,Mountain,22,1,Humid,High,1.5,Dense forest with dangerous wild predators
865,Joseph,Bear,Bengal,Omnivore,High,Rare,H048,Savanna,Nikhil,7,2229,Mountain,8,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
866,William,Elephant,Mountain,Omnivore,High,Common,H061,Volcanic Zone,Zara,10,2525,Volcano,27,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
867,Vanessa,Wolf,Snow,Herbivore,Low,Uncommon,H007,Swamp,Zara,4,994,Riverlands,44,4,Wet,High,1.6,Murky lands with hidden threats
868,Ian,Cheetah,African,Omnivore,Low,Common,H021,Desert,Reva,2,580,Desert,45,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
869,Kevin,Zebra,Siberian,Herbivore,High,Rare,H019,Volcanic Zone,Zara,4,1759,Canyon,14,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
870,Kimberly,Cheetah,Indian,Omnivore,Medium,Common,H073,Canyon,Ravi,6,709,Canyon,25,9,Hot,Medium,1.4,Narrow passages with ambush threats
871,Nancy,Cheetah,Indochinese,Predator,Low,Rare,H080,Mountains,Nikhil,5,1228,Forest,40,5,Cold,Medium,1.3,Rocky regions with agile animals
872,Jill,Bear,Mountain,Herbivore,High,Rare,H033,City Ruins,Meera,9,761,Desert,50,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
873,Ashley,Bear,African,Predator,High,Uncommon,H004,City Ruins,Liam,9,1375,Riverlands,41,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
874,Beth,Elephant,African,Omnivore,Medium,Common,H098,Forest,Reva,2,2266,Mountain,8,3,Mild,Low,1.0,Balanced area with common animals
875,Emily,Elephant,Sumatran,Omnivore,Low,Common,H012,Forest,Dev,5,572,Canyon,5,3,Mild,Low,1.0,Balanced area with common animals
876,Michael,Lion,Mountain,Predator,High,Common,H081,Jungle,Dev,9,558,Ruins,16,1,Humid,High,1.5,Dense forest with dangerous wild predators
877,Lisa,Elephant,African,Omnivore,Low,Rare,H008,Savanna,Liam,6,2972,Riverlands,14,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
878,Vanessa,Wolf,Indian,Omnivore,High,Uncommon,H038,Canyon,Liam,9,2014,Swamp,36,9,Hot,Medium,1.4,Narrow passages with ambush threats
879,John,Rhino,Sumatran,Predator,Low,Rare,H075,Desert,Arjun,7,2244,Jungle,40,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
880,Laura,Bear,Mountain,Omnivore,Medium,Rare,H056,Jungle,Arjun,9,1920,Ruins,12,1,Humid,High,1.5,Dense forest with dangerous wild predators
881,Kyle,Elephant,Sumatran,Herbivore,Low,Common,H054,Mountains,Kaira,6,1775,Volcano,48,5,Cold,Medium,1.3,Rocky regions with agile animals
882,Austin,Rhino,Indian,Predator,Medium,Common,H035,Canyon,Ravi,4,792,Canyon,26,9,Hot,Medium,1.4,Narrow passages with ambush threats
883,James,Bear,Indian,Predator,Low,Uncommon,H022,Desert,Zara,4,2500,Ruins,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
884,Brian,Elephant,Snow,Herbivore,Low,Common,H025,Canyon,Reva,3,1677,Swamp,50,9,Hot,Medium,1.4,Narrow passages with ambush threats
885,Jennifer,Lion,Asian,Predator,High,Common,H083,Swamp,Arjun,10,391,Volcano,23,4,Wet,High,1.6,Murky lands with hidden threats
886,Chelsea,Rhino,Snow,Omnivore,Medium,Uncommon,H027,City Ruins,Ravi,10,1674,Forest,37,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
887,Russell,Zebra,Bengal,Herbivore,High,Uncommon,H019,Tundra,Zara,4,1759,Canyon,14,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
888,Gloria,Cheetah,Indochinese,Predator,High,Common,H031,Forest,Ravi,7,2982,Volcano,43,3,Mild,Low,1.0,Balanced area with common animals
889,Courtney,Wolf,Bengal,Predator,Low,Rare,H099,Desert,Tara,9,2822,Ruins,31,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
890,Kimberly,Wolf,Snow,Predator,Low,Common,H064,Mountains,Nikhil,3,1385,Desert,32,5,Cold,Medium,1.3,Rocky regions with agile animals
891,April,Leopard,Asian,Omnivore,High,Uncommon,H088,Volcanic Zone,Liam,4,959,Canyon,17,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
892,Whitney,Cheetah,Asian,Herbivore,High,Common,H018,Mountains,Kaira,8,2257,Desert,22,5,Cold,Medium,1.3,Rocky regions with agile animals
893,Laura,Zebra,Indochinese,Herbivore,Low,Common,H065,Swamp,Meera,8,206,Swamp,26,4,Wet,High,1.6,Murky lands with hidden threats
894,Rhonda,Lion,Siberian,Herbivore,High,Rare,H077,Volcanic Zone,Liam,7,1283,Swamp,42,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
895,Robin,Giraffe,Siberian,Omnivore,Low,Rare,H097,Canyon,Dev,8,1256,Desert,9,9,Hot,Medium,1.4,Narrow passages with ambush threats
896,Thomas,Wolf,Indochinese,Herbivore,Medium,Uncommon,H005,Jungle,Kaira,4,1498,Mountain,19,1,Humid,High,1.5,Dense forest with dangerous wild predators
897,Emily,Zebra,Indochinese,Herbivore,Low,Common,H050,Swamp,Tara,6,831,Canyon,44,4,Wet,High,1.6,Murky lands with hidden threats
898,Matthew,Giraffe,Snow,Omnivore,High,Rare,H048,Swamp,Nikhil,7,2229,Mountain,8,4,Wet,High,1.6,Murky lands with hidden threats
899,Alexandra,Elephant,Indochinese,Herbivore,Low,Rare,H076,Desert,Dev,1,315,Forest,22,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
900,Kyle,Elephant,Sumatran,Omnivore,Medium,Common,H072,Jungle,Tara,4,2685,Jungle,14,1,Humid,High,1.5,Dense forest with dangerous wild predators
901,Roberto,Bear,Sumatran,Omnivore,Low,Uncommon,H023,Savanna,Zara,5,2278,Volcano,24,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
902,Lauren,Giraffe,Asian,Omnivore,High,Uncommon,H015,Tundra,Dev,4,600,Jungle,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
903,Adrian,Bear,Arctic,Omnivore,Medium,Common,H100,Canyon,Nikhil,1,611,Ice Fields,48,9,Hot,Medium,1.4,Narrow passages with ambush threats
904,Melissa,Tiger,Asian,Herbivore,High,Uncommon,H084,Jungle,Liam,7,1509,Forest,34,1,Humid,High,1.5,Dense forest with dangerous wild predators
905,Ronald,Leopard,Siberian,Omnivore,Low,Rare,H012,Savanna,Dev,5,572,Canyon,5,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
906,Douglas,Elephant,Indochinese,Predator,High,Rare,H003,Swamp,Meera,3,1787,Volcano,42,4,Wet,High,1.6,Murky lands with hidden threats
907,Shannon,Elephant,African,Omnivore,Low,Common,H030,Volcanic Zone,Reva,3,524,Jungle,45,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
908,Matthew,Bear,Sumatran,Predator,Medium,Uncommon,H074,Swamp,Liam,5,473,Ruins,10,4,Wet,High,1.6,Murky lands with hidden threats
909,Jeffrey,Giraffe,Indochinese,Predator,Low,Common,H018,City Ruins,Kaira,8,2257,Desert,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
910,Philip,Giraffe,Indochinese,Herbivore,Medium,Common,H046,Desert,Zara,5,923,Desert,34,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
911,Lee,Rhino,Indian,Herbivore,Medium,Common,H050,City Ruins,Tara,6,831,Canyon,44,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
912,April,Zebra,Indian,Omnivore,Low,Uncommon,H031,Canyon,Ravi,7,2982,Volcano,43,9,Hot,Medium,1.4,Narrow passages with ambush threats
913,Robert,Rhino,Siberian,Herbivore,High,Rare,H075,Forest,Arjun,7,2244,Jungle,40,3,Mild,Low,1.0,Balanced area with common animals
914,Sharon,Rhino,Arctic,Herbivore,High,Uncommon,H004,Forest,Liam,9,1375,Riverlands,41,3,Mild,Low,1.0,Balanced area with common animals
915,Joel,Lion,Mountain,Predator,High,Common,H003,City Ruins,Meera,3,1787,Volcano,42,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
916,Gregory,Zebra,Indochinese,Predator,Medium,Rare,H039,Jungle,Reva,1,1756,Ice Fields,6,1,Humid,High,1.5,Dense forest with dangerous wild predators
917,Maria,Elephant,Indian,Herbivore,Low,Common,H090,Volcanic Zone,Zara,2,2327,Riverlands,22,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
918,Gloria,Giraffe,Sumatran,Herbivore,Medium,Common,H007,Savanna,Zara,4,994,Riverlands,44,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
919,Kimberly,Wolf,Arctic,Omnivore,Low,Common,H069,Desert,Reva,7,321,Mountain,40,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
920,Virginia,Lion,Indian,Herbivore,Medium,Uncommon,H035,City Ruins,Ravi,4,792,Canyon,26,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
921,Debra,Zebra,Mountain,Predator,Medium,Uncommon,H031,Swamp,Ravi,7,2982,Volcano,43,4,Wet,High,1.6,Murky lands with hidden threats
922,Tiffany,Bear,Indian,Omnivore,Medium,Uncommon,H090,Canyon,Zara,2,2327,Riverlands,22,9,Hot,Medium,1.4,Narrow passages with ambush threats
923,Johnny,Giraffe,Indian,Omnivore,High,Uncommon,H026,Savanna,Arjun,2,983,Riverlands,33,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
924,Jason,Bear,Asian,Herbivore,High,Uncommon,H083,Canyon,Arjun,10,391,Volcano,23,9,Hot,Medium,1.4,Narrow passages with ambush threats
925,Gregory,Zebra,Arctic,Herbivore,High,Common,H064,City Ruins,Nikhil,3,1385,Desert,32,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
926,Craig,Elephant,African,Predator,Medium,Rare,H065,Canyon,Meera,8,206,Swamp,26,9,Hot,Medium,1.4,Narrow passages with ambush threats
927,Hannah,Tiger,Indochinese,Predator,Low,Uncommon,H004,Mountains,Liam,9,1375,Riverlands,41,5,Cold,Medium,1.3,Rocky regions with agile animals
928,Meagan,Rhino,Indian,Predator,High,Rare,H093,Volcanic Zone,Reva,7,311,Canyon,25,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
929,Amy,Elephant,Bengal,Predator,Low,Rare,H017,Mountains,Liam,9,2480,Forest,23,5,Cold,Medium,1.3,Rocky regions with agile animals
930,Jacqueline,Rhino,African,Predator,Medium,Common,H076,Swamp,Dev,1,315,Forest,22,4,Wet,High,1.6,Murky lands with hidden threats
931,Stephanie,Bear,Mountain,Predator,Medium,Uncommon,H059,Savanna,Meera,8,2418,Swamp,7,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
932,Anthony,Leopard,Siberian,Omnivore,Low,Common,H054,Savanna,Kaira,6,1775,Volcano,48,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
933,Amanda,Giraffe,Snow,Herbivore,Medium,Rare,H007,Tundra,Zara,4,994,Riverlands,44,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
934,Melanie,Leopard,Sumatran,Omnivore,Medium,Common,H002,Savanna,Liam,8,380,Forest,12,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
935,Kurt,Elephant,Arctic,Herbivore,Low,Uncommon,H014,Volcanic Zone,Zara,2,1239,Desert,27,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
936,Wendy,Zebra,African,Omnivore,Low,Rare,H044,Forest,Arjun,7,1338,Ruins,10,3,Mild,Low,1.0,Balanced area with common animals
937,David,Giraffe,Siberian,Herbivore,Low,Uncommon,H083,Savanna,Arjun,10,391,Volcano,23,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
938,Christopher,Cheetah,Sumatran,Omnivore,Medium,Rare,H057,Mountains,Dev,7,1761,Ice Fields,26,5,Cold,Medium,1.3,Rocky regions with agile animals
939,Eric,Tiger,Sumatran,Predator,Medium,Common,H037,Canyon,Tara,7,1073,Desert,36,9,Hot,Medium,1.4,Narrow passages with ambush threats
940,Matthew,Leopard,Sumatran,Herbivore,Medium,Uncommon,H082,Tundra,Dev,2,2294,Desert,6,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
941,John,Tiger,Indochinese,Omnivore,High,Common,H030,Mountains,Reva,3,524,Jungle,45,5,Cold,Medium,1.3,Rocky regions with agile animals
942,Angela,Elephant,Siberian,Omnivore,High,Uncommon,H016,Jungle,Dev,4,2499,Jungle,11,1,Humid,High,1.5,Dense forest with dangerous wild predators
943,Matthew,Wolf,Bengal,Herbivore,Medium,Uncommon,H058,Desert,Nikhil,9,1316,Volcano,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
944,Elizabeth,Elephant,Mountain,Herbivore,Low,Common,H074,Canyon,Liam,5,473,Ruins,10,9,Hot,Medium,1.4,Narrow passages with ambush threats
945,Andrew,Rhino,Sumatran,Herbivore,Low,Uncommon,H004,Mountains,Liam,9,1375,Riverlands,41,5,Cold,Medium,1.3,Rocky regions with agile animals
946,Jessica,Elephant,Indochinese,Omnivore,Low,Rare,H072,Savanna,Tara,4,2685,Jungle,14,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
947,Benjamin,Leopard,Arctic,Omnivore,Low,Common,H078,Savanna,Tara,3,1969,Desert,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
948,Richard,Leopard,Asian,Herbivore,Medium,Common,H052,Savanna,Ravi,5,683,Forest,46,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
949,Paul,Tiger,Bengal,Predator,Low,Rare,H047,Tundra,Meera,9,541,Ice Fields,36,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
950,Amy,Lion,Indochinese,Omnivore,Low,Common,H081,Swamp,Dev,9,558,Ruins,16,4,Wet,High,1.6,Murky lands with hidden threats
951,Kimberly,Cheetah,Bengal,Herbivore,Medium,Uncommon,H019,Tundra,Zara,4,1759,Canyon,14,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
952,Michael,Bear,Asian,Herbivore,Low,Common,H079,Forest,Reva,2,1179,Desert,12,3,Mild,Low,1.0,Balanced area with common animals
953,Christopher,Elephant,African,Omnivore,Low,Uncommon,H092,Jungle,Tara,7,1246,Forest,6,1,Humid,High,1.5,Dense forest with dangerous wild predators
954,David,Wolf,Mountain,Omnivore,Low,Uncommon,H016,City Ruins,Dev,4,2499,Jungle,11,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
955,Samantha,Giraffe,African,Omnivore,High,Uncommon,H047,Canyon,Meera,9,541,Ice Fields,36,9,Hot,Medium,1.4,Narrow passages with ambush threats
956,Jason,Wolf,Snow,Omnivore,Low,Common,H019,City Ruins,Zara,4,1759,Canyon,14,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
957,Emily,Giraffe,Asian,Omnivore,Medium,Rare,H044,Tundra,Arjun,7,1338,Ruins,10,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
958,Nicholas,Bear,Snow,Omnivore,Medium,Uncommon,H034,Tundra,Dev,6,1404,Swamp,24,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
959,Antonio,Lion,Arctic,Predator,Medium,Rare,H090,Jungle,Zara,2,2327,Riverlands,22,1,Humid,High,1.5,Dense forest with dangerous wild predators
960,Melissa,Elephant,Arctic,Herbivore,Low,Rare,H014,Jungle,Zara,2,1239,Desert,27,1,Humid,High,1.5,Dense forest with dangerous wild predators
961,Sandra,Zebra,Arctic,Omnivore,Medium,Common,H017,Mountains,Liam,9,2480,Forest,23,5,Cold,Medium,1.3,Rocky regions with agile animals
962,Kevin,Wolf,Snow,Predator,High,Common,H007,Volcanic Zone,Zara,4,994,Riverlands,44,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
963,Courtney,Rhino,Snow,Omnivore,Low,Rare,H092,Swamp,Tara,7,1246,Forest,6,4,Wet,High,1.6,Murky lands with hidden threats
964,Brooke,Wolf,Mountain,Herbivore,High,Common,H005,Canyon,Kaira,4,1498,Mountain,19,9,Hot,Medium,1.4,Narrow passages with ambush threats
965,Antonio,Cheetah,Mountain,Herbivore,Low,Uncommon,H059,Canyon,Meera,8,2418,Swamp,7,9,Hot,Medium,1.4,Narrow passages with ambush threats
966,Leslie,Tiger,Siberian,Predator,Low,Common,H098,Volcanic Zone,Reva,2,2266,Mountain,8,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
967,Diana,Wolf,Arctic,Omnivore,Low,Rare,H098,City Ruins,Reva,2,2266,Mountain,8,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
968,Samantha,Cheetah,African,Omnivore,Medium,Uncommon,H008,Mountains,Liam,6,2972,Riverlands,14,5,Cold,Medium,1.3,Rocky regions with agile animals
969,Bonnie,Lion,Sumatran,Herbivore,Low,Uncommon,H032,Desert,Zara,10,1525,Desert,15,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
970,Jimmy,Giraffe,Bengal,Predator,High,Rare,H032,Tundra,Zara,10,1525,Desert,15,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
971,Zachary,Cheetah,Arctic,Herbivore,Low,Uncommon,H099,Desert,Tara,9,2822,Ruins,31,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
972,Bill,Lion,Sumatran,Omnivore,High,Common,H002,City Ruins,Liam,8,380,Forest,12,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
973,Joan,Leopard,Arctic,Omnivore,Low,Rare,H001,Desert,Nikhil,5,2028,Riverlands,20,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
974,Angelica,Elephant,Indochinese,Herbivore,High,Uncommon,H081,Volcanic Zone,Dev,9,558,Ruins,16,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
975,Lauren,Lion,Asian,Predator,Medium,Uncommon,H041,Desert,Liam,5,1059,Volcano,39,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
976,Michelle,Bear,Bengal,Herbivore,Medium,Common,H023,Volcanic Zone,Zara,5,2278,Volcano,24,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
977,Crystal,Elephant,Sumatran,Predator,High,Uncommon,H043,Forest,Zara,5,964,Volcano,11,3,Mild,Low,1.0,Balanced area with common animals
978,Sharon,Leopard,Indian,Omnivore,Low,Common,H027,Jungle,Ravi,10,1674,Forest,37,1,Humid,High,1.5,Dense forest with dangerous wild predators
979,Andrea,Tiger,African,Predator,Medium,Common,H040,Tundra,Ravi,1,850,Ruins,28,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
980,Zachary,Wolf,Indian,Herbivore,High,Uncommon,H087,Swamp,Ravi,10,1093,Swamp,19,4,Wet,High,1.6,Murky lands with hidden threats
981,Rodney,Giraffe,Sumatran,Herbivore,Low,Uncommon,H073,Jungle,Ravi,6,709,Canyon,25,1,Humid,High,1.5,Dense forest with dangerous wild predators
982,Bianca,Tiger,Indochinese,Omnivore,Medium,Uncommon,H051,Volcanic Zone,Reva,8,1830,Riverlands,11,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
983,Patrick,Cheetah,Bengal,Herbivore,Low,Common,H045,City Ruins,Zara,10,1016,Ruins,27,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
984,Robert,Lion,Arctic,Predator,Medium,Rare,H034,Swamp,Dev,6,1404,Swamp,24,4,Wet,High,1.6,Murky lands with hidden threats
985,Mckenzie,Cheetah,Mountain,Omnivore,High,Rare,H096,Desert,Arjun,5,228,Forest,42,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
986,Robert,Rhino,Asian,Omnivore,Low,Common,H007,Volcanic Zone,Zara,4,994,Riverlands,44,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
987,Steve,Bear,Arctic,Omnivore,Medium,Common,H046,Canyon,Zara,5,923,Desert,34,9,Hot,Medium,1.4,Narrow passages with ambush threats
988,Linda,Cheetah,Sumatran,Omnivore,Low,Common,H053,Swamp,Ravi,7,1120,Ice Fields,36,4,Wet,High,1.6,Murky lands with hidden threats
989,Melissa,Bear,Bengal,Predator,High,Common,H081,Jungle,Dev,9,558,Ruins,16,1,Humid,High,1.5,Dense forest with dangerous wild predators
990,Pamela,Giraffe,Siberian,Herbivore,Medium,Common,H049,Swamp,Zara,4,200,Forest,20,4,Wet,High,1.6,Murky lands with hidden threats
991,Christopher,Lion,Bengal,Omnivore,High,Common,H097,Desert,Dev,8,1256,Desert,9,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
992,Michael,Elephant,Snow,Omnivore,High,Rare,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
993,Victor,Lion,Siberian,Predator,High,Common,H071,Savanna,Reva,6,2104,Ice Fields,16,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
994,Lauren,Wolf,Asian,Herbivore,Low,Common,H095,Volcanic Zone,Tara,4,991,Mountain,41,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
995,Stephanie,Bear,Siberian,Herbivore,Medium,Rare,H002,Mountains,Liam,8,380,Forest,12,5,Cold,Medium,1.3,Rocky regions with agile animals
996,Michele,Zebra,Indochinese,Omnivore,High,Common,H085,Canyon,Arjun,5,442,Ice Fields,49,9,Hot,Medium,1.4,Narrow passages with ambush threats
997,Carol,Giraffe,Siberian,Predator,Medium,Rare,H079,Savanna,Reva,2,1179,Desert,12,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
998,Lisa,Wolf,Mountain,Omnivore,High,Uncommon,H064,Canyon,Nikhil,3,1385,Desert,32,9,Hot,Medium,1.4,Narrow passages with ambush threats
999,Gabriella,Leopard,Bengal,Herbivore,Low,Common,H029,Jungle,Zara,5,1641,Canyon,48,1,Humid,High,1.5,Dense forest with dangerous wild predators
1000,Kristina,Leopard,Asian,Herbivore,Low,Uncommon,H072,Canyon,Tara,4,2685,Jungle,14,9,Hot,Medium,1.4,Narrow passages with ambush threats
